,Burgers,Calories,Total Fat,Sat Fat,Trans Fat,Chol.,Sodium,Total Carb,Fiber,Sugars,Protein
684,Brooklyn Brewery ShackMeister Ale (32oz. Draft),420,0.0,0.0,0.0,0,0,33,0,0,5
685,Brooklyn Brewery ShackMeister Ale (60oz. Draft),780,0.0,0.0,0.0,0,0,62,0,0,9
686,Beer Float,490,15.0,9.0,0.0,100,190,52,0,30,8
687,Shack White (6oz),140,0.0,0.0,0.0,0,0,4,0,0,0
688,Shack White Bottle (750 ml),600,0.0,0.0,0.0,0,0,15,0,0,1
689,Shack Red (6 oz),150,0.0,0.0,0.0,0,0,5,0,0,0
690,Shack Red Bottle (750 ml),620,0.0,0.0,0.0,0,0,19,0,0,1
691,Prosecco (375 ml),310,0.0,0.0,0.0,0,20,10,0,4,0
692,Scarpetta (6oz),140,0.0,0.0,0.0,0,10,4,0,2,0
693,Gotham Red Can,210,0.0,0.0,0.0,0,10,6,0,0,0
694,Gotham White Can,200,0.0,0.0,0.0,0,10,5,0,0,0
695,Gotham Rosé Can,210,0.0,0.0,0.0,0,10,9,0,0,1
